0.026891+0.851243j,-0.001303-3.140706j,-0.001303-3.140706j,0.000000
0.476421+0.535043j,0.174316-3.961760j,-0.168569-1.951377j,0.735114
0.481941+0.527503j,0.177735-3.975991j,-0.165545-1.927606j,0.762276
0.487550+0.519677j,0.181287-3.990645j,-0.161877-1.903100j,0.790861
0.492968+0.511958j,0.184798-4.004986j,-0.157712-1.879117j,0.819433
0.498206+0.504340j,0.188269-4.019032j,-0.153054-1.855664j,0.847994
0.503274+0.496818j,0.191704-4.032795j,-0.147906-1.832752j,0.876545
0.508182+0.489389j,0.195106-4.046291j,-0.142277-1.810391j,0.905085
0.512940+0.482046j,0.198478-4.059532j,-0.136176-1.788597j,0.933615
0.517554+0.474788j,0.201820-4.072529j,-0.129614-1.767385j,0.962136
0.522034+0.467609j,0.205136-4.085293j,-0.122607-1.746770j,0.990648
0.526386+0.460506j,0.208427-4.097835j,-0.115172-1.726771j,1.019150
0.530169+0.454225j,0.211346-4.108854j,-0.108188-1.709448j,1.044573
0.533859+0.447999j,0.214247-4.119709j,-0.100896-1.692639j,1.069989
0.537461+0.441825j,0.217131-4.130408j,-0.093313-1.676357j,1.095400
0.540978+0.435702j,0.220000-4.140956j,-0.085460-1.660610j,1.120805
0.544414+0.429627j,0.222853-4.151358j,-0.077356-1.645408j,1.146205
0.547772+0.423597j,0.225691-4.161620j,-0.069026-1.630758j,1.171600
0.551054+0.417612j,0.228514-4.171748j,-0.060491-1.616664j,1.196989
0.554265+0.411667j,0.231324-4.181745j,-0.051777-1.603131j,1.222373
0.557406+0.405762j,0.234119-4.191616j,-0.042908-1.590161j,1.247753
0.560480+0.399894j,0.236901-4.201366j,-0.033909-1.577752j,1.273128
0.563488+0.394062j,0.239668-4.210999j,-0.024803-1.565904j,1.298499
0.566434+0.388264j,0.242422-4.220519j,-0.015617-1.554612j,1.323865
0.569319+0.382497j,0.245162-4.229929j,-0.006373-1.543869j,1.349227
0.572144+0.376760j,0.247887-4.239233j,0.002906-1.533670j,1.374585
0.574912+0.371052j,0.250597-4.248435j,0.012198-1.524004j,1.399940
0.577623+0.365371j,0.253293-4.257538j,0.021481-1.514861j,1.425290
0.580280+0.359716j,0.255973-4.266544j,0.030737-1.506229j,1.450637
0.582883+0.354084j,0.258637-4.275456j,0.039947-1.498097j,1.475980
0.585433+0.348475j,0.261285-4.284279j,0.049095-1.490450j,1.501321
0.587932+0.342887j,0.263915-4.293012j,0.058164-1.483274j,1.526658
0.590380+0.337319j,0.266528-4.301661j,0.067141-1.476556j,1.551992
0.592779+0.331771j,0.269123-4.310226j,0.076014-1.470279j,1.577323
0.595228+0.326004j,0.271809-4.319069j,0.085141-1.464190j,1.603732
0.597624+0.320256j,0.274473-4.327826j,0.094131-1.458548j,1.630139
0.599969+0.314525j,0.277115-4.336499j,0.102973-1.453337j,1.656542
0.602263+0.308810j,0.279734-4.345090j,0.111660-1.448539j,1.682943
0.604595+0.302885j,0.282432-4.353935j,0.120516-1.443973j,1.710383
0.606872+0.296976j,0.285103-4.362696j,0.129189-1.439818j,1.737820
0.609097+0.291080j,0.287746-4.371374j,0.137674-1.436057j,1.765255
0.611268+0.285198j,0.290361-4.379972j,0.145966-1.432672j,1.792687
0.613481+0.279067j,0.293061-4.388867j,0.154417-1.429522j,1.821338
0.615638+0.272948j,0.295727-4.397678j,0.162650-1.426746j,1.849987
0.617738+0.266841j,0.298359-4.406407j,0.170664-1.424330j,1.878633
0.619855+0.260529j,0.301047-4.415358j,0.178730-1.422187j,1.908294
0.621912+0.254228j,0.303696-4.424225j,0.186559-1.420395j,1.937953
0.623911+0.247936j,0.306304-4.433006j,0.194151-1.418935j,1.967609
0.625921+0.241424j,0.308963-4.442022j,0.201771-1.417758j,1.998351
0.627869+0.234922j,0.311577-4.450950j,0.209140-1.416906j,2.029091
0.629755+0.228428j,0.314142-4.459792j,0.216259-1.416364j,2.059829
0.631645+0.221701j,0.316750-4.468871j,0.223380-1.416115j,2.091708
0.633469+0.214982j,0.319304-4.477859j,0.230237-1.416168j,2.123585
0.635226+0.208271j,0.321802-4.486757j,0.236835-1.416510j,2.155460
0.636980+0.201318j,0.324332-4.495891j,0.243406-1.417156j,2.188519
0.638663+0.194372j,0.326798-4.504930j,0.249706-1.418085j,2.221575
0.640275+0.187433j,0.329198-4.513875j,0.255739-1.419283j,2.254629
0.641872+0.180246j,0.331615-4.523048j,0.261716-1.420796j,2.288895
0.643394+0.173065j,0.333958-4.532120j,0.267417-1.422573j,2.323159
0.644840+0.165891j,0.336224-4.541093j,0.272846-1.424601j,2.357421
0.646259+0.158466j,0.338489-4.550281j,0.278188-1.426957j,2.392910
0.647598+0.151048j,0.340667-4.559362j,0.283252-1.429559j,2.428396
0.648856+0.143635j,0.342756-4.568335j,0.288041-1.432397j,2.463879
0.650073+0.135973j,0.344823-4.577507j,0.292715-1.435571j,2.500589
0.651205+0.128316j,0.346789-4.586563j,0.297108-1.438977j,2.537297
0.652250+0.120666j,0.348653-4.595504j,0.301228-1.442605j,2.574003
0.653211+0.113022j,0.350412-4.604328j,0.305080-1.446445j,2.610706
0.654122+0.105050j,0.352134-4.613415j,0.308822-1.450672j,2.649015
0.654940+0.097085j,0.353736-4.622373j,0.312286-1.455113j,2.687322
0.655665+0.089126j,0.355215-4.631202j,0.315478-1.459760j,2.725627
0.656297+0.081175j,0.356567-4.639901j,0.318406-1.464605j,2.763930
0.656856+0.072910j,0.357838-4.648812j,0.321177-1.469848j,2.803780
0.657315+0.064653j,0.358966-4.657578j,0.323676-1.475289j,2.843627
0.657674+0.056404j,0.359947-4.666197j,0.325908-1.480923j,2.883472
0.657932+0.048164j,0.360778-4.674668j,0.327881-1.486742j,2.923315
0.658094+0.039630j,0.361477-4.683291j,0.329659-1.492964j,2.964619
0.658149+0.031106j,0.362008-4.691748j,0.331172-1.499373j,3.005921
0.658096+0.022592j,0.362365-4.700037j,0.332426-1.505962j,3.047221
0.657935+0.014089j,0.362545-4.708155j,0.333428-1.512726j,3.088518
0.657668+0.005597j,0.362544-4.716097j,0.334185-1.519660j,3.129813
0.657276-0.003224j,0.362345-4.724168j,0.334718-1.527048j,3.172763
0.656768-0.012032j,0.361941-4.732041j,0.334998-1.534610j,3.215712
0.656144-0.020827j,0.361326-4.739709j,0.335032-1.542342j,3.258658
0.655404-0.029609j,0.360495-4.747169j,0.334827-1.550239j,3.301601
0.654549-0.038376j,0.359444-4.754413j,0.334388-1.558298j,3.344542
0.653578-0.047129j,0.358167-4.761436j,0.333721-1.566515j,3.387480
0.652447-0.056203j,0.356597-4.768488j,0.332793-1.575214j,3.432072
0.651191-0.065261j,0.354772-4.775287j,0.331633-1.584077j,3.476662
0.649811-0.074301j,0.352686-4.781822j,0.330245-1.593100j,3.521248
0.648307-0.083323j,0.350334-4.788086j,0.328636-1.602283j,3.565831
0.646678-0.092328j,0.347710-4.794067j,0.326811-1.611621j,3.610412
0.644924-0.101313j,0.344807-4.799756j,0.324776-1.621114j,3.654988
0.643046-0.110280j,0.341620-4.805141j,0.322536-1.630759j,3.699562
0.641043-0.119227j,0.338144-4.810209j,0.320096-1.640556j,3.744132
0.638916-0.128154j,0.334372-4.814947j,0.317462-1.650502j,3.788699
0.636583-0.137375j,0.330149-4.819491j,0.314535-1.660955j,3.834832
0.634115-0.146575j,0.325598-4.823650j,0.311410-1.671568j,3.880961
0.631514-0.155752j,0.320712-4.827405j,0.308092-1.682339j,3.927085
0.628778-0.164907j,0.315486-4.830738j,0.304586-1.693268j,3.973205
0.625908-0.174041j,0.309914-4.833628j,0.300896-1.704356j,4.019320
0.622902-0.183152j,0.303994-4.836052j,0.297026-1.715602j,4.065431
0.619761-0.192241j,0.297720-4.837986j,0.292983-1.727009j,4.111536
0.616484-0.201308j,0.291089-4.839405j,0.288768-1.738576j,4.157635
0.613070-0.210354j,0.284100-4.840281j,0.284387-1.750306j,4.203729
0.609518-0.219379j,0.276753-4.840585j,0.279843-1.762200j,4.249817
0.605828-0.228383j,0.269047-4.840283j,0.275140-1.774261j,4.295898
0.601998-0.237367j,0.260986-4.839344j,0.270282-1.786491j,4.341972
0.598027-0.246331j,0.252574-4.837731j,0.265270-1.798893j,4.388039
0.593913-0.255277j,0.243818-4.835405j,0.260109-1.811470j,4.434099
0.589654-0.264205j,0.234729-4.832326j,0.254802-1.824227j,4.480151
0.585249-0.273116j,0.225320-4.828451j,0.249349-1.837168j,4.526193
0.581174-0.281093j,0.216625-4.824265j,0.244339-1.848932j,4.567479
0.576977-0.289059j,0.207703-4.819370j,0.239216-1.860851j,4.608758
0.572656-0.297013j,0.198571-4.813732j,0.233981-1.872930j,4.650029
0.568209-0.304959j,0.189252-4.807316j,0.228634-1.885174j,4.691293
0.563633-0.312897j,0.179772-4.800088j,0.223176-1.897588j,4.732548
0.558925-0.320827j,0.170160-4.792011j,0.217607-1.910177j,4.773795
0.554082-0.328752j,0.160452-4.783051j,0.211927-1.922947j,4.815032
0.549100-0.336673j,0.150687-4.773175j,0.206135-1.935906j,4.856260
0.543974-0.344591j,0.140908-4.762350j,0.200230-1.949059j,4.897478
0.538701-0.352508j,0.131163-4.750548j,0.194210-1.962415j,4.938685
0.533836-0.359613j,0.122490-4.739101j,0.188708-1.974581j,4.975677
0.528844-0.366719j,0.113929-4.726829j,0.183109-1.986922j,5.012661
0.523719-0.373826j,0.105523-4.713719j,0.177412-1.999446j,5.049637
0.518457-0.380936j,0.097318-4.699760j,0.171612-2.012159j,5.086603
0.513051-0.388048j,0.089361-4.684947j,0.165708-2.025068j,5.123560
0.507495-0.395165j,0.081702-4.669278j,0.159693-2.038182j,5.160507
0.501783-0.402285j,0.074388-4.652753j,0.153564-2.051508j,5.197444
0.495907-0.409408j,0.067470-4.635379j,0.147315-2.065055j,5.234370
0.489860-0.416536j,0.060996-4.617165j,0.140939-2.078831j,5.271286
0.483633-0.423666j,0.055013-4.598124j,0.134429-2.092847j,5.308191
0.477962-0.429979j,0.050164-4.580590j,0.128548-2.105463j,5.340879
0.472137-0.436293j,0.045767-4.562434j,0.122548-2.118281j,5.373558
0.466148-0.442606j,0.041850-4.543671j,0.116424-2.131309j,5.406230
0.459989-0.448917j,0.038443-4.524316j,0.110166-2.144554j,5.438893
0.453650-0.455222j,0.035571-4.504385j,0.103767-2.158025j,5.471548
0.447124-0.461519j,0.033259-4.483895j,0.097217-2.171730j,5.504194
0.440399-0.467805j,0.031532-4.462863j,0.090504-2.185676j,5.536831
0.434221-0.473404j,0.030502-4.443644j,0.084365-2.198339j,5.565983
0.427868-0.478988j,0.029973-4.424017j,0.078077-2.211208j,5.595128
0.421334-0.484552j,0.029958-4.403993j,0.071631-2.224290j,5.624267
0.414609-0.490092j,0.030475-4.383584j,0.065016-2.237592j,5.653399
0.407684-0.495603j,0.031538-4.362799j,0.058218-2.251122j,5.682524
0.400549-0.501079j,0.033164-4.341646j,0.051224-2.264886j,5.711641
0.393194-0.506513j,0.035370-4.320135j,0.044019-2.278892j,5.740752
0.386604-0.511202j,0.037776-4.301125j,0.037563-2.291285j,5.766113
0.379832-0.515846j,0.040649-4.281854j,0.030923-2.303871j,5.791470
0.372869-0.520440j,0.044001-4.262326j,0.024084-2.316656j,5.816822
0.365708-0.524974j,0.047850-4.242546j,0.017033-2.329642j,5.842168
0.358339-0.529441j,0.052210-4.222519j,0.009753-2.342836j,5.867510
0.350754-0.533830j,0.057101-4.202248j,0.002227-2.356239j,5.892846
0.343752-0.537695j,0.061963-4.183843j,-0.004756-2.368457j,5.915613
0.336562-0.541480j,0.067285-4.165250j,-0.011968-2.380848j,5.938375
0.329178-0.545172j,0.073086-4.146473j,-0.019427-2.393416j,5.961135
0.321592-0.548762j,0.079387-4.127518j,-0.027149-2.406159j,5.983891
0.313798-0.552235j,0.086208-4.108391j,-0.035156-2.419079j,6.006645
0.305789-0.555578j,0.093575-4.089100j,-0.043468-2.432173j,6.029396
0.298644-0.558367j,0.100447-4.072194j,-0.050965-2.443702j,6.049207
0.291328-0.561032j,0.107769-4.055180j,-0.058728-2.455357j,6.069017
0.283840-0.563561j,0.115564-4.038067j,-0.066774-2.467135j,6.088826
0.276177-0.565940j,0.123851-4.020868j,-0.075123-2.479027j,6.108635
0.268337-0.568152j,0.132654-4.003597j,-0.083795-2.491027j,6.128445
0.260320-0.570180j,0.141997-3.986272j,-0.092810-2.503123j,6.148256
0.252973-0.571829j,0.150865-3.970688j,-0.101214-2.514054j,6.166057
0.245488-0.573300j,0.160207-3.955096j,-0.109930-2.525041j,6.183859
0.237867-0.574579j,0.170043-3.939514j,-0.118974-2.536069j,6.201665
0.230116-0.575649j,0.180389-3.923969j,-0.128362-2.547123j,6.219474
0.222242-0.576493j,0.191265-3.908487j,-0.138112-2.558183j,6.237289
0.214255-0.577094j,0.202686-3.893100j,-0.148238-2.569227j,6.255109
0.206167-0.577436j,0.214668-3.877844j,-0.158755-2.580229j,6.272937
0.198958-0.577507j,0.225714-3.864524j,-0.168369-2.589878j,6.288683
0.191694-0.577352j,0.237212-3.851367j,-0.178304-2.599450j,6.304436
0.184390-0.576959j,0.249162-3.838406j,-0.188563-2.608921j,6.320198
0.177061-0.576320j,0.261566-3.825675j,-0.199150-2.618266j,6.335968
0.169724-0.575427j,0.274416-3.813211j,-0.210063-2.627457j,6.351748
0.162399-0.574273j,0.287705-3.801049j,-0.221297-2.636466j,6.367539
0.155107-0.572856j,0.301418-3.789227j,-0.232846-2.645266j,6.383342
0.147869-0.571175j,0.315535-3.777782j,-0.244696-2.653828j,6.399158
0.140708-0.569232j,0.330031-3.766748j,-0.256833-2.662126j,6.414987
0.133645-0.567031j,0.344878-3.756157j,-0.269237-2.670135j,6.430830
0.126703-0.564581j,0.360040-3.746037j,-0.281884-2.677831j,6.446686
0.119901-0.561893j,0.375479-3.736412j,-0.294749-2.685196j,6.462557
0.113258-0.558981j,0.391156-3.727300j,-0.307802-2.692213j,6.478441
0.106790-0.555860j,0.407027-3.718715j,-0.321015-2.698872j,6.494339
0.100512-0.552548j,0.423050-3.710663j,-0.334356-2.705164j,6.510249
0.094434-0.549065j,0.439179-3.703145j,-0.347793-2.711086j,6.526171
0.088566-0.545429j,0.455375-3.696159j,-0.361298-2.716640j,6.542104
0.082706-0.541518j,0.472200-3.689463j,-0.375344-2.722016j,6.558644
0.077081-0.537488j,0.489012-3.683315j,-0.389400-2.727008j,6.575194
0.071456-0.533172j,0.506517-3.677457j,-0.404063-2.731826j,6.592496
0.066084-0.528770j,0.523930-3.672150j,-0.418679-2.736254j,6.609806
0.060696-0.524064j,0.542136-3.667125j,-0.433999-2.740519j,6.628059
0.055576-0.519307j,0.560172-3.662648j,-0.449217-2.744394j,6.646318
0.050423-0.514224j,0.579105-3.658455j,-0.465240-2.748109j,6.665725
0.045550-0.509128j,0.597790-3.654798j,-0.481106-2.751442j,6.685136
0.040633-0.503682j,0.617477-3.651434j,-0.497882-2.754614j,6.705917
0.035838-0.498061j,0.637547-3.648494j,-0.515052-2.757509j,6.727474
0.031162-0.492264j,0.658014-3.645976j,-0.532636-2.760130j,6.749880
0.026619-0.486316j,0.678823-3.643887j,-0.550595-2.762470j,6.773128
0.022365-0.480443j,0.699205-3.642277j,-0.568268-2.764463j,6.796374
0.018117-0.474267j,0.720497-3.641031j,-0.586823-2.766246j,6.821217
0.014015-0.467988j,0.742028-3.640200j,-0.605685-2.767756j,6.846936
0.010055-0.461609j,0.763804-3.639776j,-0.624869-2.768998j,6.873591
0.006232-0.455135j,0.785829-3.639751j,-0.644384-2.769979j,6.901237
0.002544-0.448573j,0.808104-3.640117j,-0.664241-2.770704j,6.929932
-0.001014-0.441926j,0.830631-3.640867j,-0.684450-2.771178j,6.959732
-0.004443-0.435200j,0.853412-3.641993j,-0.705021-2.771406j,6.990699
-0.007747-0.428399j,0.876451-3.643490j,-0.725965-2.771391j,7.022893
-0.010929-0.421528j,0.899750-3.645350j,-0.747295-2.771137j,7.056380
-0.013991-0.414590j,0.923310-3.647567j,-0.769021-2.770648j,7.091226
-0.016937-0.407590j,0.947135-3.650135j,-0.791156-2.769926j,7.127499
-0.019767-0.400532j,0.971226-3.653047j,-0.813709-2.768974j,7.165269
-0.022484-0.393421j,0.995583-3.656296j,-0.836693-2.767794j,7.204606
-0.025086-0.386270j,1.020176-3.659870j,-0.860087-2.766389j,7.245531
-0.027484-0.379358j,1.044056-3.663608j,-0.882989-2.764828j,7.286431
-0.029830-0.372263j,1.068693-3.667725j,-0.906809-2.763022j,7.329908
-0.031988-0.365410j,1.092618-3.671961j,-0.930134-2.761085j,7.373360
-0.034095-0.358390j,1.117275-3.676557j,-0.954373-2.758905j,7.419490
-0.036030-0.351613j,1.141226-3.681232j,-0.978116-2.756615j,7.465593
-0.037916-0.344675j,1.165917-3.686254j,-1.002798-2.754083j,7.514543
-0.039645-0.337981j,1.189908-3.691317j,-1.026984-2.751459j,7.563464
-0.041327-0.331124j,1.214666-3.696719j,-1.052154-2.748588j,7.615447
-0.042866-0.324513j,1.238730-3.702128j,-1.076824-2.745642j,7.667401
-0.044361-0.317736j,1.263603-3.707869j,-1.102537-2.742440j,7.722679
-0.045723-0.311205j,1.287784-3.713585j,-1.127745-2.739178j,7.777926
-0.047043-0.304502j,1.312830-3.719630j,-1.154070-2.735647j,7.836812
-0.048240-0.298046j,1.337186-3.725618j,-1.179881-2.732070j,7.895665
-0.049377-0.291526j,1.362029-3.731824j,-1.206420-2.728277j,7.957392
-0.050404-0.285245j,1.386206-3.737946j,-1.232451-2.724449j,8.019085
-0.051371-0.278923j,1.410801-3.744245j,-1.259134-2.720420j,8.083564
-0.052239-0.272833j,1.434756-3.750436j,-1.285318-2.716368j,8.148010
-0.053050-0.266705j,1.459133-3.756781j,-1.312154-2.712117j,8.215335
-0.053773-0.260800j,1.482895-3.762997j,-1.338497-2.707853j,8.282625
-0.054443-0.254861j,1.507085-3.769347j,-1.365492-2.703392j,8.352892
-0.055033-0.249138j,1.530684-3.775550j,-1.391997-2.698926j,8.423125
-0.055572-0.243383j,1.554719-3.781866j,-1.419157-2.694266j,8.496439
-0.056039-0.237838j,1.578184-3.788019j,-1.445828-2.689609j,8.569718
-0.056458-0.232262j,1.602095-3.794265j,-1.473153-2.684759j,8.646189
-0.056812-0.226889j,1.625458-3.800336j,-1.499992-2.679919j,8.722626
-0.057120-0.221489j,1.649277-3.806481j,-1.527486-2.674888j,8.802373
-0.057369-0.216285j,1.672569-3.812438j,-1.554492-2.669876j,8.882085
-0.057574-0.211055j,1.696329-3.818451j,-1.582153-2.664673j,8.965231
-0.057726-0.206015j,1.719582-3.824266j,-1.609324-2.659497j,9.048343
-0.057835-0.200953j,1.743315-3.830120j,-1.637150-2.654133j,9.135022
-0.057897-0.196074j,1.766560-3.835766j,-1.664484-2.648803j,9.221666
-0.057918-0.191369j,1.789344-3.841209j,-1.691344-2.643511j,9.308277
-0.057897-0.186615j,1.812763-3.846702j,-1.719011-2.638007j,9.399116
-0.057839-0.182031j,1.835731-3.851983j,-1.746193-2.632549j,9.489922
-0.057745-0.177610j,1.858275-3.857056j,-1.772908-2.627140j,9.580695
-0.057614-0.173155j,1.881405-3.862143j,-1.800344-2.621543j,9.675601
-0.057452-0.168858j,1.904122-3.867017j,-1.827304-2.616004j,9.770473
-0.057261-0.164712j,1.926447-3.871683j,-1.853804-2.610526j,9.865314
-0.057035-0.160544j,1.949322-3.876334j,-1.880950-2.604884j,9.964202
